,Unnamed: 0,id,datetime,file_name,seq_id,frame_num,seq_num_frames,location,category_id,has_animal,species
13,7731,N05_05300454.JPG,2020-05-30 17:54:29+00:00,N05/05300454.JPG,39c82c2b-7160-11ec-83ac-5cf3706028c2,9,105,N05,0,1,empty
14,15804,N05_06080641.JPG,2020-06-08 13:30:09+00:00,N05/06080641.JPG,39c82c31-7160-11ec-bdef-5cf3706028c2,1,12,N05,0,0,empty
15,12114,N05_06300769.JPG,2020-06-30 03:59:50+00:00,N05/06300769.JPG,39c8533e-7160-11ec-9709-5cf3706028c2,0,3,N05,36,1,white-lipped_peccary
16,11371,N05_05300443.JPG,2020-05-30 17:53:37+00:00,N05/05300443.JPG,39c82c2a-7160-11ec-bbd1-5cf3706028c2,1,3,N05,0,1,empty
17,3833,N05_04250328.JPG,2020-04-25 23:01:41+00:00,N05/04250328.JPG,39c80514-7160-11ec-b7a7-5cf3706028c2,0,3,N05,0,0,empty
18,16955,N05_06250737.JPG,2020-06-25 15:33:58+00:00,N05/06250737.JPG,39c8533a-7160-11ec-9a04-5cf3706028c2,7,30,N05,36,1,white-lipped_peccary
19,7070,N05_05310639.JPG,2020-05-31 21:51:56+00:00,N05/05310639.JPG,39c82c30-7160-11ec-8cf8-5cf3706028c2,8,9,N05,0,0,empty
20,21843,N05_05300489.JPG,2020-05-30 17:55:23+00:00,N05/05300489.JPG,39c82c2b-7160-11ec-83ac-5cf3706028c2,44,105,N05,36,1,white-lipped_peccary
21,1624,N05_07120806.JPG,2020-07-12 20:09:53+00:00,N05/07120806.JPG,39c85347-7160-11ec-9c42-5cf3706028c2,1,6,N05,0,0,empty
22,44114,N05_05310586.JPG,2020-05-31 21:49:24+00:00,N05/05310586.JPG,39c82c2e-7160-11ec-987e-5cf3706028c2,9,48,N05,36,1,white-lipped_peccary
23,17269,N05_07120804.JPG,2020-07-12 19:55:45+00:00,N05/07120804.JPG,39c85346-7160-11ec-b948-5cf3706028c2,5,6,N05,0,0,empty
24,7583,N05_06250691.JPG,2020-06-25 09:37:04+00:00,N05/06250691.JPG,39c85337-7160-11ec-bc15-5cf3706028c2,6,9,N05,0,0,empty
25,81355,N05_07120794.JPG,2020-07-12 14:10:21+00:00,N05/07120794.JPG,39c85344-7160-11ec-8b66-5cf3706028c2,4,6,N05,14,1,southern_tamandua
26,80412,N05_06250720.JPG,2020-06-25 13:52:58+00:00,N05/06250720.JPG,39c85339-7160-11ec-b1fb-5cf3706028c2,20,30,N05,36,1,white-lipped_peccary
27,52901,N05_04050288.JPG,2020-04-05 14:35:55+00:00,N05/04050288.JPG,39c8050a-7160-11ec-880e-5cf3706028c2,2,3,N05,4,0,spixs_guan
28,17924,N05_07120812.JPG,2020-07-12 22:16:33+00:00,N05/07120812.JPG,39c85348-7160-11ec-8f42-5cf3706028c2,1,9,N05,0,0,empty
29,69648,N05_05300573.JPG,2020-05-30 17:59:09+00:00,N05/05300573.JPG,39c82c2d-7160-11ec-9b6a-5cf3706028c2,5,9,N05,36,0,white-lipped_peccary
30,69680,N05_06250757.JPG,2020-06-25 15:34:38+00:00,N05/06250757.JPG,39c8533a-7160-11ec-9a04-5cf3706028c2,27,30,N05,36,1,white-lipped_peccary
31,18141,N05_05020351.JPG,2020-05-02 07:54:58+00:00,N05/05020351.JPG,39c8051b-7160-11ec-91f3-5cf3706028c2,2,9,N05,0,1,empty
32,7085,N05_04100305.JPG,2020-04-10 10:38:10+00:00,N05/04100305.JPG,39c8050e-7160-11ec-92ce-5cf3706028c2,4,6,N05,0,0,empty
33,15518,N05_05300493.JPG,2020-05-30 17:55:30+00:00,N05/05300493.JPG,39c82c2b-7160-11ec-83ac-5cf3706028c2,48,105,N05,0,1,empty
34,16242,N05_03270278.JPG,2020-03-27 22:56:11+00:00,N05/03270278.JPG,39c80507-7160-11ec-9a21-5cf3706028c2,7,9,N05,33,0,salvins_curassow
35,18896,N05_02280178.JPG,2020-02-28 06:14:19+00:00,N05/02280178.JPG,39c7de03-7160-11ec-afea-5cf3706028c2,0,33,N05,0,1,empty
36,6269,N05_05090407.JPG,2020-05-09 14:42:17+00:00,N05/05090407.JPG,39c82c20-7160-11ec-b73e-5cf3706028c2,4,6,N05,0,1,empty
37,14697,N05_07120799.JPG,2020-07-12 19:55:38+00:00,N05/07120799.JPG,39c85346-7160-11ec-b948-5cf3706028c2,0,6,N05,0,1,empty
38,15175,N05_02270160.JPG,2020-02-27 00:21:25+00:00,N05/02270160.JPG,39c7ddff-7160-11ec-a11b-5cf3706028c2,0,6,N05,0,1,empty
39,50286,N05_04070293.JPG,2020-04-07 14:51:19+00:00,N05/04070293.JPG,39c8050c-7160-11ec-bd43-5cf3706028c2,1,6,N05,5,1,rodent
40,71231,N05_02270174.JPG,2020-02-27 01:13:27+00:00,N05/02270174.JPG,39c7de01-7160-11ec-a93d-5cf3706028c2,5,6,N05,11,1,unknown_armadillo
41,467,N05_05300500.JPG,2020-05-30 17:55:41+00:00,N05/05300500.JPG,39c82c2b-7160-11ec-83ac-5cf3706028c2,55,105,N05,36,1,white-lipped_peccary
42,58025,N05_04280341.JPG,2020-04-28 14:56:10+00:00,N05/04280341.JPG,39c80518-7160-11ec-8d91-5cf3706028c2,1,3,N05,11,1,unknown_armadillo
43,6447,N05_05020355.JPG,2020-05-02 07:55:06+00:00,N05/05020355.JPG,39c8051b-7160-11ec-91f3-5cf3706028c2,6,9,N05,0,1,empty
44,5684,N05_02280200.JPG,2020-02-28 06:15:02+00:00,N05/02280200.JPG,39c7de03-7160-11ec-afea-5cf3706028c2,22,33,N05,0,1,empty
45,16334,N05_03250260.JPG,2020-03-25 06:00:43+00:00,N05/03250260.JPG,39c80504-7160-11ec-bf06-5cf3706028c2,1,6,N05,0,1,empty
46,18427,N05_01290104.JPG,2020-01-29 22:03:57+00:00,N05/01290104.JPG,39c7ddf1-7160-11ec-8c66-5cf3706028c2,1,6,N05,0,1,empty
47,19156,N05_02140143.JPG,2020-02-14 20:39:03+00:00,N05/02140143.JPG,39c7ddfb-7160-11ec-a7e2-5cf3706028c2,1,6,N05,0,1,empty
48,17869,N05_07120801.JPG,2020-07-12 19:55:40+00:00,N05/07120801.JPG,39c85346-7160-11ec-b948-5cf3706028c2,2,6,N05,0,1,empty
49,28157,N05_05200419.JPG,2020-05-20 15:15:03+00:00,N05/05200419.JPG,39c82c24-7160-11ec-b543-5cf3706028c2,1,3,N05,6,0,unknown_bird
50,50653,N05_06080650.JPG,2020-06-08 13:30:34+00:00,N05/06080650.JPG,39c82c31-7160-11ec-bdef-5cf3706028c2,10,12,N05,36,1,white-lipped_peccary
51,11280,N05_02170149.JPG,2020-02-17 12:56:58+00:00,N05/02170149.JPG,39c7ddfc-7160-11ec-81a1-5cf3706028c2,1,3,N05,0,0,empty
52,191,N05_04100302.JPG,2020-04-10 10:38:05+00:00,N05/04100302.JPG,39c8050e-7160-11ec-92ce-5cf3706028c2,1,6,N05,0,0,empty
53,7301,N05_07120809.JPG,2020-07-12 20:09:58+00:00,N05/07120809.JPG,39c85347-7160-11ec-9c42-5cf3706028c2,4,6,N05,16,0,south_american_coati
54,15463,N05_05300536.JPG,2020-05-30 17:56:44+00:00,N05/05300536.JPG,39c82c2b-7160-11ec-83ac-5cf3706028c2,91,105,N05,36,1,white-lipped_peccary
55,11546,N05_02280187.JPG,2020-02-28 06:14:34+00:00,N05/02280187.JPG,39c7de03-7160-11ec-afea-5cf3706028c2,9,33,N05,0,1,empty
56,74185,N05_01220085.JPG,2020-01-22 13:31:37+00:00,N05/01220085.JPG,39c7ddec-7160-11ec-b604-5cf3706028c2,3,6,N05,1,1,human
57,61780,N05_02130135.JPG,2020-02-13 22:30:55+00:00,N05/02130135.JPG,39c7ddf9-7160-11ec-a028-5cf3706028c2,2,6,N05,22,0,margarita_island_capuchin
58,12168,N05_06080658.JPG,2020-06-08 17:05:15+00:00,N05/06080658.JPG,39c82c33-7160-11ec-8aef-5cf3706028c2,3,12,N05,0,1,empty
59,55271,N05_01290108.JPG,2020-01-29 22:04:02+00:00,N05/01290108.JPG,39c7ddf1-7160-11ec-8c66-5cf3706028c2,5,6,N05,2,0,black_agouti
60,47772,N05_05300555.JPG,2020-05-30 17:57:35+00:00,N05/05300555.JPG,39c82c2c-7160-11ec-9421-5cf3706028c2,5,18,N05,36,1,white-lipped_peccary
61,57048,N05_04130308.JPG,2020-04-13 02:09:32+00:00,N05/04130308.JPG,39c8050f-7160-11ec-bbcf-5cf3706028c2,1,3,N05,11,0,unknown_armadillo
62,4467,N05_05310597.JPG,2020-05-31 21:49:46+00:00,N05/05310597.JPG,39c82c2e-7160-11ec-987e-5cf3706028c2,20,48,N05,0,1,empty
63,41204,N05_05090385.JPG,2020-05-09 05:51:38+00:00,N05/05090385.JPG,39c80523-7160-11ec-9c9c-5cf3706028c2,0,3,N05,16,0,south_american_coati
64,32798,N05_05300556.JPG,2020-05-30 17:57:38+00:00,N05/05300556.JPG,39c82c2c-7160-11ec-9421-5cf3706028c2,6,18,N05,36,1,white-lipped_peccary
65,12004,N05_07120800.JPG,2020-07-12 19:55:39+00:00,N05/07120800.JPG,39c85346-7160-11ec-b948-5cf3706028c2,1,6,N05,0,1,empty
66,80608,N05_06080661.JPG,2020-06-08 17:05:19+00:00,N05/06080661.JPG,39c82c33-7160-11ec-8aef-5cf3706028c2,6,12,N05,36,1,white-lipped_peccary
67,2961,N05_05270434.JPG,2020-05-27 12:49:41+00:00,N05/05270434.JPG,39c82c28-7160-11ec-b1d0-5cf3706028c2,1,3,N05,0,1,empty
68,4587,N05_04280344.JPG,2020-04-28 19:27:03+00:00,N05/04280344.JPG,39c80519-7160-11ec-9d02-5cf3706028c2,1,3,N05,0,1,empty
69,24655,N05_05310610.JPG,2020-05-31 21:50:14+00:00,N05/05310610.JPG,39c82c2e-7160-11ec-987e-5cf3706028c2,33,48,N05,36,1,white-lipped_peccary
70,11509,N05_05090392.JPG,2020-05-09 14:41:17+00:00,N05/05090392.JPG,39c80524-7160-11ec-9c8a-5cf3706028c2,4,15,N05,0,1,empty
71,61819,N05_05300463.JPG,2020-05-30 17:54:44+00:00,N05/05300463.JPG,39c82c2b-7160-11ec-83ac-5cf3706028c2,18,105,N05,6,1,unknown_bird
72,5366,N05_04100303.JPG,2020-04-10 10:38:06+00:00,N05/04100303.JPG,39c8050e-7160-11ec-92ce-5cf3706028c2,2,6,N05,0,0,empty
73,15255,N05_07120814.JPG,2020-07-12 22:16:37+00:00,N05/07120814.JPG,39c85348-7160-11ec-8f42-5cf3706028c2,3,9,N05,16,1,south_american_coati
74,6212,N05_02200152.JPG,2020-02-20 22:02:57+00:00,N05/02200152.JPG,39c7ddfd-7160-11ec-a599-5cf3706028c2,1,6,N05,0,1,empty
75,9928,N05_02130133.JPG,2020-02-13 22:30:53+00:00,N05/02130133.JPG,39c7ddf9-7160-11ec-a028-5cf3706028c2,0,6,N05,0,1,empty
76,16063,N05_05300440.JPG,2020-05-30 08:56:09+00:00,N05/05300440.JPG,39c82c29-7160-11ec-8792-5cf3706028c2,4,6,N05,0,0,empty
77,6608,N05_03190246.JPG,2020-03-19 14:07:46+00:00,N05/03190246.JPG,39c7de09-7160-11ec-b4a4-5cf3706028c2,8,12,N05,0,1,empty
78,6717,N05_05090391.JPG,2020-05-09 14:41:16+00:00,N05/05090391.JPG,39c80524-7160-11ec-9c8a-5cf3706028c2,3,15,N05,0,1,empty
79,16079,N05_02280177.JPG,2020-02-28 06:13:08+00:00,N05/02280177.JPG,39c7de02-7160-11ec-8866-5cf3706028c2,2,3,N05,0,0,empty
80,9832,N05_01270098.JPG,2020-01-27 17:15:40+00:00,N05/01270098.JPG,39c7ddef-7160-11ec-852b-5cf3706028c2,1,3,N05,0,1,empty
81,9155,N05_02280205.JPG,2020-02-28 06:15:12+00:00,N05/02280205.JPG,39c7de03-7160-11ec-afea-5cf3706028c2,27,33,N05,2,1,black_agouti
82,55671,N05_05300484.JPG,2020-05-30 17:55:16+00:00,N05/05300484.JPG,39c82c2b-7160-11ec-83ac-5cf3706028c2,39,105,N05,36,1,white-lipped_peccary
83,18314,N05_05160411.JPG,2020-05-16 11:52:07+00:00,N05/05160411.JPG,39c82c21-7160-11ec-8994-5cf3706028c2,2,3,N05,6,0,unknown_bird
84,55365,N05_06250703.JPG,2020-06-25 13:52:32+00:00,N05/06250703.JPG,39c85339-7160-11ec-b1fb-5cf3706028c2,3,30,N05,36,1,white-lipped_peccary
85,44946,N05_07120816.JPG,2020-07-12 22:16:39+00:00,N05/07120816.JPG,39c85348-7160-11ec-8f42-5cf3706028c2,5,9,N05,16,1,south_american_coati
86,5141,N05_05300455.JPG,2020-05-30 17:54:30+00:00,N05/05300455.JPG,39c82c2b-7160-11ec-83ac-5cf3706028c2,10,105,N05,0,1,empty
87,16585,N05_04140314.JPG,2020-04-14 09:03:38+00:00,N05/04140314.JPG,39c80510-7160-11ec-b400-5cf3706028c2,4,6,N05,0,0,empty
88,8819,N05_02280186.JPG,2020-02-28 06:14:31+00:00,N05/02280186.JPG,39c7de03-7160-11ec-afea-5cf3706028c2,8,33,N05,0,1,empty
89,555,N05_03250259.JPG,2020-03-25 06:00:42+00:00,N05/03250259.JPG,39c80504-7160-11ec-bf06-5cf3706028c2,0,6,N05,0,1,empty
90,73751,N05_05300567.JPG,2020-05-30 17:57:54+00:00,N05/05300567.JPG,39c82c2c-7160-11ec-9421-5cf3706028c2,17,18,N05,36,1,white-lipped_peccary
91,12161,N05_04180320.JPG,2020-04-18 00:45:14+00:00,N05/04180320.JPG,39c80511-7160-11ec-bfd7-5cf3706028c2,4,6,N05,0,0,empty
92,7112,N05_05310581.JPG,2020-05-31 21:49:17+00:00,N05/05310581.JPG,39c82c2e-7160-11ec-987e-5cf3706028c2,4,48,N05,0,1,empty
93,66911,N05_05310579.JPG,2020-05-31 21:49:12+00:00,N05/05310579.JPG,39c82c2e-7160-11ec-987e-5cf3706028c2,2,48,N05,36,0,white-lipped_peccary
94,8609,N05_03100233.JPG,2020-03-10 21:03:35+00:00,N05/03100233.JPG,39c7de07-7160-11ec-b252-5cf3706028c2,4,6,N05,0,0,empty
95,15057,N05_05300564.JPG,2020-05-30 17:57:50+00:00,N05/05300564.JPG,39c82c2c-7160-11ec-9421-5cf3706028c2,14,18,N05,36,1,white-lipped_peccary
96,4249,N05_02130134.JPG,2020-02-13 22:30:54+00:00,N05/02130134.JPG,39c7ddf9-7160-11ec-a028-5cf3706028c2,1,6,N05,0,0,empty
97,16384,N05_02270170.JPG,2020-02-27 01:13:20+00:00,N05/02270170.JPG,39c7de01-7160-11ec-a93d-5cf3706028c2,1,6,N05,0,1,empty
98,67338,N05_05300465.JPG,2020-05-30 17:54:46+00:00,N05/05300465.JPG,39c82c2b-7160-11ec-83ac-5cf3706028c2,20,105,N05,36,1,white-lipped_peccary
99,18569,N05_04180319.JPG,2020-04-18 00:45:13+00:00,N05/04180319.JPG,39c80511-7160-11ec-bfd7-5cf3706028c2,3,6,N05,0,0,empty
100,18030,N05_04140311.JPG,2020-04-14 09:03:32+00:00,N05/04140311.JPG,39c80510-7160-11ec-b400-5cf3706028c2,1,6,N05,0,1,empty
101,8927,N05_07100786.JPG,2020-07-10 11:55:51+00:00,N05/07100786.JPG,39c85342-7160-11ec-bc70-5cf3706028c2,2,3,N05,0,0,empty
102,24482,N05_06250754.JPG,2020-06-25 15:34:32+00:00,N05/06250754.JPG,39c8533a-7160-11ec-9a04-5cf3706028c2,24,30,N05,36,1,white-lipped_peccary
103,14162,N05_01240093.JPG,2020-01-24 22:57:55+00:00,N05/01240093.JPG,39c7ddee-7160-11ec-a864-5cf3706028c2,2,6,N05,0,1,empty
104,7677,N05_05080380.JPG,2020-05-08 18:34:22+00:00,N05/05080380.JPG,39c80522-7160-11ec-8991-5cf3706028c2,1,6,N05,16,1,south_american_coati
105,34273,N05_02280204.JPG,2020-02-28 06:15:08+00:00,N05/02280204.JPG,39c7de03-7160-11ec-afea-5cf3706028c2,26,33,N05,2,1,black_agouti
106,2137,N05_05020347.JPG,2020-05-02 06:34:48+00:00,N05/05020347.JPG,39c8051a-7160-11ec-b949-5cf3706028c2,1,3,N05,0,0,empty
107,9756,N05_06250695.JPG,2020-06-25 09:37:49+00:00,N05/06250695.JPG,39c85338-7160-11ec-a51b-5cf3706028c2,1,6,N05,0,1,empty
108,25501,N05_04260333.JPG,2020-04-26 07:38:36+00:00,N05/04260333.JPG,39c80515-7160-11ec-8b32-5cf3706028c2,2,3,N05,3,0,collared_peccary
109,34932,N05_07090780.JPG,2020-07-09 14:07:25+00:00,N05/07090780.JPG,39c85340-7160-11ec-8b88-5cf3706028c2,2,3,N05,36,0,white-lipped_peccary
110,9406,N05_02030112.JPG,2020-02-03 10:01:02+00:00,N05/02030112.JPG,39c7ddf3-7160-11ec-a470-5cf3706028c2,0,6,N05,0,1,empty
111,7360,N05_07120803.JPG,2020-07-12 19:55:44+00:00,N05/07120803.JPG,39c85346-7160-11ec-b948-5cf3706028c2,4,6,N05,0,0,empty
112,15182,N05_05090389.JPG,2020-05-09 14:41:10+00:00,N05/05090389.JPG,39c80524-7160-11ec-9c8a-5cf3706028c2,1,15,N05,0,1,empty
113,81594,N05_05300499.JPG,2020-05-30 17:55:40+00:00,N05/05300499.JPG,39c82c2b-7160-11ec-83ac-5cf3706028c2,54,105,N05,36,1,white-lipped_peccary
114,19041,N05_02270172.JPG,2020-02-27 01:13:25+00:00,N05/02270172.JPG,39c7de01-7160-11ec-a93d-5cf3706028c2,3,6,N05,0,1,empty
115,3020,N05_05090405.JPG,2020-05-09 14:42:12+00:00,N05/05090405.JPG,39c82c20-7160-11ec-b73e-5cf3706028c2,2,6,N05,0,1,empty
116,3886,N05_03100229.JPG,2020-03-10 21:03:28+00:00,N05/03100229.JPG,39c7de07-7160-11ec-b252-5cf3706028c2,0,6,N05,2,0,black_agouti
117,14473,N05_05300439.JPG,2020-05-30 08:56:08+00:00,N05/05300439.JPG,39c82c29-7160-11ec-8792-5cf3706028c2,3,6,N05,0,1,empty
118,2244,N05_04180321.JPG,2020-04-18 00:45:15+00:00,N05/04180321.JPG,39c80511-7160-11ec-bfd7-5cf3706028c2,5,6,N05,0,0,empty
119,13995,N05_04050287.JPG,2020-04-05 14:35:54+00:00,N05/04050287.JPG,39c8050a-7160-11ec-880e-5cf3706028c2,1,3,N05,0,0,empty
120,48144,N05_05300506.JPG,2020-05-30 17:55:50+00:00,N05/05300506.JPG,39c82c2b-7160-11ec-83ac-5cf3706028c2,61,105,N05,36,0,white-lipped_peccary
121,43010,N05_02140145.JPG,2020-02-14 20:39:07+00:00,N05/02140145.JPG,39c7ddfb-7160-11ec-a7e2-5cf3706028c2,3,6,N05,3,0,collared_peccary
122,3477,N05_07120788.JPG,2020-07-12 13:00:12+00:00,N05/07120788.JPG,39c85343-7160-11ec-ac49-5cf3706028c2,1,3,N05,0,0,empty
123,12885,N05_02130131.JPG,2020-02-13 08:51:41+00:00,N05/02130131.JPG,39c7ddf8-7160-11ec-9021-5cf3706028c2,1,3,N05,0,1,empty
124,582,N05_02120125.JPG,2020-02-12 10:08:38+00:00,N05/02120125.JPG,39c7ddf6-7160-11ec-bc96-5cf3706028c2,1,3,N05,0,1,empty
125,12335,N05_04050286.JPG,2020-04-05 14:35:53+00:00,N05/04050286.JPG,39c8050a-7160-11ec-880e-5cf3706028c2,0,3,N05,0,1,empty
126,34170,N05_05090402.JPG,2020-05-09 14:41:36+00:00,N05/05090402.JPG,39c80524-7160-11ec-9c8a-5cf3706028c2,14,15,N05,11,1,unknown_armadillo
127,41117,N05_06250710.JPG,2020-06-25 13:52:42+00:00,N05/06250710.JPG,39c85339-7160-11ec-b1fb-5cf3706028c2,10,30,N05,36,1,white-lipped_peccary
128,6753,N05_05090408.JPG,2020-05-09 14:42:18+00:00,N05/05090408.JPG,39c82c20-7160-11ec-b73e-5cf3706028c2,5,6,N05,0,1,empty
129,41681,N05_05310616.JPG,2020-05-31 21:50:24+00:00,N05/05310616.JPG,39c82c2e-7160-11ec-987e-5cf3706028c2,39,48,N05,36,0,white-lipped_peccary
130,3354,N05_02220158.JPG,2020-02-22 04:12:44+00:00,N05/02220158.JPG,39c7ddfe-7160-11ec-8dee-5cf3706028c2,1,3,N05,11,1,unknown_armadillo
131,67511,N05_05300509.JPG,2020-05-30 17:55:55+00:00,N05/05300509.JPG,39c82c2b-7160-11ec-83ac-5cf3706028c2,64,105,N05,36,1,white-lipped_peccary
132,50440,N05_05250426.JPG,2020-05-25 06:04:39+00:00,N05/05250426.JPG,39c82c25-7160-11ec-97fa-5cf3706028c2,5,6,N05,6,1,unknown_bird
133,10863,N05_06250707.JPG,2020-06-25 13:52:37+00:00,N05/06250707.JPG,39c85339-7160-11ec-b1fb-5cf3706028c2,7,30,N05,0,1,empty
134,15340,N05_05300519.JPG,2020-05-30 17:56:12+00:00,N05/05300519.JPG,39c82c2b-7160-11ec-83ac-5cf3706028c2,74,105,N05,36,1,white-lipped_peccary
135,13186,N05_02140140.JPG,2020-02-14 17:27:53+00:00,N05/02140140.JPG,39c7ddfa-7160-11ec-99a8-5cf3706028c2,1,3,N05,0,1,empty
136,15058,N05_06250692.JPG,2020-06-25 09:37:05+00:00,N05/06250692.JPG,39c85337-7160-11ec-bc15-5cf3706028c2,7,9,N05,0,0,empty
137,5954,N05_05300438.JPG,2020-05-30 08:56:06+00:00,N05/05300438.JPG,39c82c29-7160-11ec-8792-5cf3706028c2,2,6,N05,0,1,empty
138,12801,N05_05020352.JPG,2020-05-02 07:55:01+00:00,N05/05020352.JPG,39c8051b-7160-11ec-91f3-5cf3706028c2,3,9,N05,0,1,empty
139,10308,N05_05300574.JPG,2020-05-30 17:59:11+00:00,N05/05300574.JPG,39c82c2d-7160-11ec-9b6a-5cf3706028c2,6,9,N05,36,0,white-lipped_peccary
140,38326,N05_07120810.JPG,2020-07-12 20:09:59+00:00,N05/07120810.JPG,39c85347-7160-11ec-9c42-5cf3706028c2,5,6,N05,16,1,south_american_coati
141,78,N05_02040118.JPG,2020-02-04 02:45:18+00:00,N05/02040118.JPG,39c7ddf4-7160-11ec-94a2-5cf3706028c2,0,3,N05,0,1,empty
142,36569,N05_05310614.JPG,2020-05-31 21:50:20+00:00,N05/05310614.JPG,39c82c2e-7160-11ec-987e-5cf3706028c2,37,48,N05,36,1,white-lipped_peccary
143,8772,N05_05090396.JPG,2020-05-09 14:41:25+00:00,N05/05090396.JPG,39c80524-7160-11ec-9c8a-5cf3706028c2,8,15,N05,0,1,empty
144,8716,N05_05020346.JPG,2020-05-02 06:34:47+00:00,N05/05020346.JPG,39c8051a-7160-11ec-b949-5cf3706028c2,0,3,N05,0,1,empty
145,15295,N05_02200151.JPG,2020-02-20 22:02:56+00:00,N05/02200151.JPG,39c7ddfd-7160-11ec-a599-5cf3706028c2,0,6,N05,0,1,empty
146,5988,N05_06250706.JPG,2020-06-25 13:52:36+00:00,N05/06250706.JPG,39c85339-7160-11ec-b1fb-5cf3706028c2,6,30,N05,0,1,empty
147,1520,N05_05310592.JPG,2020-05-31 21:49:40+00:00,N05/05310592.JPG,39c82c2e-7160-11ec-987e-5cf3706028c2,15,48,N05,36,1,white-lipped_peccary
148,6475,N05_06250716.JPG,2020-06-25 13:52:52+00:00,N05/06250716.JPG,39c85339-7160-11ec-b1fb-5cf3706028c2,16,30,N05,0,1,empty
149,13894,N05_04140310.JPG,2020-04-14 09:03:31+00:00,N05/04140310.JPG,39c80510-7160-11ec-b400-5cf3706028c2,0,6,N05,0,1,empty
150,9291,N05_05300447.JPG,2020-05-30 17:54:17+00:00,N05/05300447.JPG,39c82c2b-7160-11ec-83ac-5cf3706028c2,2,105,N05,0,1,empty
151,4696,N05_05300448.JPG,2020-05-30 17:54:19+00:00,N05/05300448.JPG,39c82c2b-7160-11ec-83ac-5cf3706028c2,3,105,N05,0,1,empty
152,16302,N05_03030213.JPG,2020-03-03 18:14:38+00:00,N05/03030213.JPG,39c7de04-7160-11ec-98b4-5cf3706028c2,2,12,N05,2,1,black_agouti
153,51596,N05_03250263.JPG,2020-03-25 06:00:49+00:00,N05/03250263.JPG,39c80504-7160-11ec-bf06-5cf3706028c2,4,6,N05,41,0,red_brocket_deer
154,11668,N05_06270761.JPG,2020-06-27 02:10:24+00:00,N05/06270761.JPG,39c8533b-7160-11ec-968a-5cf3706028c2,1,3,N05,36,1,white-lipped_peccary
155,1257,N05_04250330.JPG,2020-04-25 23:01:43+00:00,N05/04250330.JPG,39c80514-7160-11ec-b7a7-5cf3706028c2,2,3,N05,0,0,empty
156,6307,N05_06250715.JPG,2020-06-25 13:52:51+00:00,N05/06250715.JPG,39c85339-7160-11ec-b1fb-5cf3706028c2,15,30,N05,0,1,empty
157,12385,N05_02130130.JPG,2020-02-13 08:51:40+00:00,N05/02130130.JPG,39c7ddf8-7160-11ec-9021-5cf3706028c2,0,3,N05,0,1,empty
158,1544,N05_02120129.JPG,2020-02-12 14:30:29+00:00,N05/02120129.JPG,39c7ddf7-7160-11ec-8926-5cf3706028c2,2,3,N05,0,0,empty
159,11248,N05_01290103.JPG,2020-01-29 22:03:56+00:00,N05/01290103.JPG,39c7ddf1-7160-11ec-8c66-5cf3706028c2,0,6,N05,0,1,empty
160,67276,N05_06250705.JPG,2020-06-25 13:52:34+00:00,N05/06250705.JPG,39c85339-7160-11ec-b1fb-5cf3706028c2,5,30,N05,36,1,white-lipped_peccary
